longitude		latitude	Walk Score
127.0508532	37.42860616	0
127.0519831	37.42860567	0
127.0531129	37.42860517	0
127.0542427	37.42860466	0
127.0644111	37.42859955	0
127.0655409	37.42859893	0
127.049724	37.42950766	0
127.0508538	37.42950718	0
127.0519837	37.42950669	0
127.0531135	37.42950619	0
127.0542434	37.42950567	0
127.0553732	37.42950515	0
127.056503	37.42950461	0
127.0576329	37.42950407	0
127.0587627	37.42950351	0
127.0598925	37.42950295	0
127.0610224	37.42950237	0
127.0621522	37.42950178	0
127.063282	37.42950118	0
127.0644119	37.42950057	0
127.0655417	37.42949995	0
127.0666715	37.42949932	0
127.0474649	37.43040961	0
127.0485948	37.43040915	0
127.0497246	37.43040868	0
127.0508545	37.43040819	0
127.0519843	37.4304077	0
127.0531142	37.4304072	0
127.054244	37.43040669	0
127.0553739	37.43040617	0
127.0565037	37.43040563	0
127.0576335	37.43040508	0
127.0587634	37.43040453	0
127.0598932	37.43040396	0
127.0610231	37.43040338	0
127.0621529	37.43040279	0
127.0632828	37.43040219	0
127.0644126	37.43040158	0
127.0655425	37.43040096	0
127.0666723	37.43040033	8.15657625
127.0678022	37.43039969	8.15657625
127.068932	37.43039904	12.79973
127.0700619	37.43039837	10.32516
127.0711917	37.4303977	10.89878
127.0474655	37.43131062	0
127.0485953	37.43131016	0
127.0497252	37.43130969	0
127.0508551	37.43130921	0
127.0519849	37.43130872	0
127.0531148	37.43130822	0
127.0542447	37.43130771	0
127.0553745	37.43130718	0
127.0565044	37.43130665	0
127.0576342	37.4313061	0
127.0587641	37.43130555	0
127.059894	37.43130498	0
127.0610238	37.4313044	0
127.0621537	37.43130381	0
127.0632835	37.43130321	0
127.0644134	37.4313026	0
127.0655433	37.43130198	8.15657625
127.0666731	37.43130135	8.15657625
127.067803	37.43130071	8.609719375
127.0689328	37.43130005	12.79973
127.0700627	37.43129939	11.9009475
127.0711926	37.43129871	10.32516
127.0463362	37.43221209	0
127.0474661	37.43221164	0
127.0485959	37.43221118	0
127.0497258	37.43221071	0
127.0508557	37.43221023	0
127.0519856	37.43220974	0
127.0531154	37.43220923	0
127.0542453	37.43220872	0
127.0553752	37.4322082	0
127.0565051	37.43220766	0
127.0576349	37.43220712	0
127.0587648	37.43220656	9.473484375
127.0598947	37.43220599	9.754875
127.0610246	37.43220542	11.89344375
127.0621544	37.43220483	0
127.0632843	37.43220423	0
127.0644142	37.43220362	0
127.0655441	37.432203	10.89085938
127.0666739	37.43220236	8.609719375
127.0678038	37.43220172	8.370433125
127.0689337	37.43220107	14.57791031
127.0700635	37.4322004	13.4734
127.0711934	37.43219973	16.68984075
126.9073604	37.43308588	43.0882
127.0452068	37.43311354	0
127.0463367	37.4331131	0
127.0474666	37.43311265	0
127.0485965	37.4331122	0
127.0497264	37.43311173	0
127.0508563	37.43311124	0
127.0519862	37.43311075	0
127.0531161	37.43311025	0
127.054246	37.43310974	0
127.0553758	37.43310921	0
127.0565057	37.43310868	0
127.0576356	37.43310813	9.473484375
127.0587655	37.43310758	9.473484375
127.0598954	37.43310701	10.655325
127.0610253	37.43310643	11.89344375
127.0621552	37.43310584	13.04902125
127.0632851	37.43310524	13.04902125
127.0644149	37.43310463	0
127.0655448	37.43310401	11.2472875
127.0666747	37.43310338	10.89085938
127.0678046	37.43310274	16.6333125
127.0689345	37.43310208	17.2753
127.0700644	37.43310142	16.68984075
127.0711943	37.43310074	16.35267225
126.9028397	37.43398327	51.59245
126.9039696	37.43398419	51.59245
126.9050995	37.4339851	49.007825
126.9062294	37.43398601	46.92345
126.9073593	37.4339869	45.25595
126.9084892	37.43398778	43.838575
126.9096191	37.43398865	0
127.0440775	37.43401498	0
127.0452074	37.43401456	0
127.0463373	37.43401412	0
127.0474672	37.43401367	0
127.0485971	37.43401321	0
127.049727	37.43401274	0
127.0508569	37.43401226	0
127.0519868	37.43401177	0
127.0531167	37.43401127	0
127.0542466	37.43401075	0
127.0553765	37.43401023	0
127.0565064	37.43400969	0
127.0576363	37.43400915	0
127.0587662	37.43400859	9.473484375
127.0598961	37.43400802	10.655325
127.061026	37.43400745	13.04902125
127.0621559	37.43400686	13.04902125
127.0632858	37.43400626	13.04902125
127.0644157	37.43400565	13.3389995
127.0655456	37.43400503	13.77396688
127.0666755	37.4340044	18.17783438
127.0678054	37.43400375	15.74224219
127.0689353	37.4340031	17.525425
127.0700652	37.43400243	17.35017075
127.0711951	37.43400176	6.3365
126.9028385	37.43488428	52.9514625
126.9039684	37.43488521	51.8175625
126.9050984	37.43488612	51.59245
126.9062283	37.43488702	49.841575
126.9073582	37.43488791	47.7572
126.9084881	37.43488879	0
126.909618	37.43488966	0
126.9107479	37.43489052	0
127.044078	37.434916	0
127.0452079	37.43491557	0
127.0463378	37.43491513	0
127.0474678	37.43491469	0
127.0485977	37.43491423	0
127.0497276	37.43491376	0
127.0508575	37.43491328	0
127.0519874	37.43491278	0
127.0531173	37.43491228	0
127.0542473	37.43491177	0
127.0553772	37.43491125	0
127.0565071	37.43491071	0
127.057637	37.43491016	0
127.0587669	37.43490961	0
127.0598968	37.43490904	0
127.0610267	37.43490846	13.83316313
127.0621567	37.43490787	15.38581406
127.0632866	37.43490728	17.552105
127.0644165	37.43490667	13.77396688
127.0655464	37.43490604	21.15407175
127.0666763	37.43490541	19.48974
127.0678062	37.43490477	19.12956
127.0689362	37.43490412	18.79876969
127.0700661	37.43490345	17.35017075
127.071196	37.43490278	16.411535
126.9017074	37.43578437	52.9514625
126.9028374	37.4357853	52.9514625
126.9039673	37.43578622	52.9514625
126.9050972	37.43578713	52.0676875
126.9062272	37.43578804	49.508075
126.9073571	37.43578893	51.59245
126.908487	37.43578981	0
126.9096169	37.43579068	0
126.9107469	37.43579154	0
126.9118768	37.43579238	0
126.9389951	37.43580949	0
126.940125	37.43581007	0
127.0429486	37.43581743	0
127.0440785	37.43581701	0
127.0452085	37.43581659	0
127.0463384	37.43581615	0
127.0474683	37.4358157	0
127.0485983	37.43581524	0
127.0497282	37.43581477	0
127.0508581	37.43581429	0
127.051988	37.4358138	0
127.053118	37.4358133	0
127.0542479	37.43581278	0
127.0553778	37.43581226	0
127.0565078	37.43581173	0
127.0576377	37.43581118	0
127.0587676	37.43581062	15.92670938
127.0598975	37.43581006	15.92670938
127.0610275	37.43580948	21.3856875
127.0621574	37.43580889	21.3856875
127.0632873	37.43580829	20.07878438
127.0644173	37.43580768	23.29455813
127.0655472	37.43580706	24.99807613
127.0666771	37.43580643	19.48974
127.0678071	37.43580578	19.32882625
127.068937	37.43580513	19.00924988
127.0700669	37.43580447	17.35017075
127.0711968	37.43580379	17.35017075
127.0723268	37.4358031	15.54777
126.9017063	37.43668538	43.3633375
126.9028362	37.43668631	53.0681875
126.9039661	37.43668724	55.4026875
126.9050961	37.43668815	53.3183125
126.906226	37.43668905	52.8680875
126.907356	37.43668994	0
126.9084859	37.43669082	0
126.9096159	37.43669169	0
126.9107458	37.43669255	0
126.9118757	37.4366934	0
126.9378644	37.43670992	0
